"DXXPT74X.Code.or.Value","DXXPT74X.Value.Description","DXXPT74X.Count","DXXPT74X.Cumulative","DXXPT74X.Skip.to.Item"
"318.4 to 956.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
