"CBQ541.Code.or.Value","CBQ541.Value.Description","CBQ541.Count","CBQ541.Cumulative","CBQ541.Skip.to.Item"
"1","Yes",259,259,NA
"2","No",378,637,NA
"7","Refused",0,637,NA
"9","Don't know",0,637,NA
".","Missing",1408,2045,NA
