"AUXRR215.Code.or.Value","AUXRR215.Value.Description","AUXRR215.Count","AUXRR215.Cumulative","AUXRR215.Skip.to.Item"
"-14 to 41","Range of Values",1139,1139,NA
".","Missing",71,1210,NA
