"AUXLR168.Code.or.Value","AUXLR168.Value.Description","AUXLR168.Count","AUXLR168.Cumulative","AUXLR168.Skip.to.Item"
"-9 to 67","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
