"AUXRR174.Code.or.Value","AUXRR174.Value.Description","AUXRR174.Count","AUXRR174.Cumulative","AUXRR174.Skip.to.Item"
"-51 to 91","Range of Values",1676,1676,NA
".","Missing",131,1807,NA
