"AUXLR257.Code.or.Value","AUXLR257.Value.Description","AUXLR257.Count","AUXLR257.Cumulative","AUXLR257.Skip.to.Item"
"-24 to 82","Range of Values",1664,1664,NA
".","Missing",143,1807,NA
