"DXXPT71Y.Code.or.Value","DXXPT71Y.Value.Description","DXXPT71Y.Count","DXXPT71Y.Cumulative","DXXPT71Y.Skip.to.Item"
"89 to 332.3","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
