"DXXPT82X.Code.or.Value","DXXPT82X.Value.Description","DXXPT82X.Count","DXXPT82X.Cumulative","DXXPT82X.Skip.to.Item"
"184.3 to 825.9","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
