"DXXPT30Y.Code.or.Value","DXXPT30Y.Value.Description","DXXPT30Y.Count","DXXPT30Y.Cumulative","DXXPT30Y.Skip.to.Item"
"102.5 to 345.9","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
