"DXXPT38X.Code.or.Value","DXXPT38X.Value.Description","DXXPT38X.Count","DXXPT38X.Cumulative","DXXPT38X.Skip.to.Item"
"244.7 to 888","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
