"AUXLR101.Code.or.Value","AUXLR101.Value.Description","AUXLR101.Count","AUXLR101.Cumulative","AUXLR101.Skip.to.Item"
"-70 to 48","Range of Values",2754,2754,NA
".","Missing",280,3034,NA
