"DXXPT5Y.Code.or.Value","DXXPT5Y.Value.Description","DXXPT5Y.Count","DXXPT5Y.Cumulative","DXXPT5Y.Skip.to.Item"
"86.4 to 335.6","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
