"DXXPT3X.Code.or.Value","DXXPT3X.Value.Description","DXXPT3X.Count","DXXPT3X.Cumulative","DXXPT3X.Skip.to.Item"
"390 to 996.7","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
