"DXXPT82X.Code.or.Value","DXXPT82X.Value.Description","DXXPT82X.Count","DXXPT82X.Cumulative","DXXPT82X.Skip.to.Item"
"118.4 to 753.6","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
