"WTSPH44.Code.or.Value","WTSPH44.Value.Description","WTSPH44.Count","WTSPH44.Cumulative","WTSPH44.Skip.to.Item"
"0.0000000 to 786131.3163400","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
