"SMQ815.Code.or.Value","SMQ815.Value.Description","SMQ815.Count","SMQ815.Cumulative","SMQ815.Skip.to.Item"
"1","Today",15,15,NA
"2","Yesterday",28,43,NA
"3","3 to 5 days ago",11,54,NA
"7","Refused",0,54,NA
"9","Don't know",0,54,NA
".","Missing",6704,6758,NA
