"DXXPT0X.Code.or.Value","DXXPT0X.Value.Description","DXXPT0X.Count","DXXPT0X.Cumulative","DXXPT0X.Skip.to.Item"
"236.9 to 879.6","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
