"DXXPT68Y.Code.or.Value","DXXPT68Y.Value.Description","DXXPT68Y.Count","DXXPT68Y.Cumulative","DXXPT68Y.Skip.to.Item"
"109.4 to 344.9","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
