"DXXPT25Y.Code.or.Value","DXXPT25Y.Value.Description","DXXPT25Y.Count","DXXPT25Y.Cumulative","DXXPT25Y.Skip.to.Item"
"104.1 to 304","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
