"DXXPT17X.Code.or.Value","DXXPT17X.Value.Description","DXXPT17X.Count","DXXPT17X.Cumulative","DXXPT17X.Skip.to.Item"
"411.6 to 1014.6","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
