"AUXLR238.Code.or.Value","AUXLR238.Value.Description","AUXLR238.Count","AUXLR238.Cumulative","AUXLR238.Skip.to.Item"
"-23 to 48","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
