"DXXPT26Y.Code.or.Value","DXXPT26Y.Value.Description","DXXPT26Y.Count","DXXPT26Y.Cumulative","DXXPT26Y.Skip.to.Item"
"92.7 to 266.4","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
