"DXXPT20Y.Code.or.Value","DXXPT20Y.Value.Description","DXXPT20Y.Count","DXXPT20Y.Cumulative","DXXPT20Y.Skip.to.Item"
"116.4 to 353.9","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
