"DXXPT40Y.Code.or.Value","DXXPT40Y.Value.Description","DXXPT40Y.Count","DXXPT40Y.Cumulative","DXXPT40Y.Skip.to.Item"
"95.1 to 283.6","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
