"DXXPT70X.Code.or.Value","DXXPT70X.Value.Description","DXXPT70X.Count","DXXPT70X.Cumulative","DXXPT70X.Skip.to.Item"
"583.9 to 1161.2","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
