"DXXPT37X.Code.or.Value","DXXPT37X.Value.Description","DXXPT37X.Count","DXXPT37X.Cumulative","DXXPT37X.Skip.to.Item"
"646.8 to 1227.6","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
