"DXXPT76Y.Code.or.Value","DXXPT76Y.Value.Description","DXXPT76Y.Count","DXXPT76Y.Cumulative","DXXPT76Y.Skip.to.Item"
"113.5 to 346.6","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
