"DXXPT62Y.Code.or.Value","DXXPT62Y.Value.Description","DXXPT62Y.Count","DXXPT62Y.Cumulative","DXXPT62Y.Skip.to.Item"
"95.5 to 323.5","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
