"DXXPT30X.Code.or.Value","DXXPT30X.Value.Description","DXXPT30X.Count","DXXPT30X.Cumulative","DXXPT30X.Skip.to.Item"
"309.5 to 954.3","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
