"CBQ680.Code.or.Value","CBQ680.Value.Description","CBQ680.Count","CBQ680.Cumulative","CBQ680.Skip.to.Item"
"1","Very important",2967,2967,NA
"2","Somewhat important",1329,4296,NA
"3","Not too important",393,4689,NA
"4","Not at all important",80,4769,NA
"7","Refused",0,4769,NA
"9","Don't know",18,4787,NA
".","Missing",1235,6022,NA
