"DXXPT9Y.Code.or.Value","DXXPT9Y.Value.Description","DXXPT9Y.Count","DXXPT9Y.Cumulative","DXXPT9Y.Skip.to.Item"
"153.4 to 388.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
