"DXXPT7X.Code.or.Value","DXXPT7X.Value.Description","DXXPT7X.Count","DXXPT7X.Cumulative","DXXPT7X.Skip.to.Item"
"561.6 to 1140.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
