"SMQ861.Code.or.Value","SMQ861.Value.Description","SMQ861.Count","SMQ861.Cumulative","SMQ861.Skip.to.Item"
"7","Refused",0,0,NA
"9","Don't know",0,0,NA
".","Missing",6979,6979,NA
