"DXXPT49X.Code.or.Value","DXXPT49X.Value.Description","DXXPT49X.Count","DXXPT49X.Cumulative","DXXPT49X.Skip.to.Item"
"63.2 to 612.8","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
