"DXXPT32Y.Code.or.Value","DXXPT32Y.Value.Description","DXXPT32Y.Count","DXXPT32Y.Cumulative","DXXPT32Y.Skip.to.Item"
"106 to 300.4","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
