"DXXPT80X.Code.or.Value","DXXPT80X.Value.Description","DXXPT80X.Count","DXXPT80X.Cumulative","DXXPT80X.Skip.to.Item"
"50.5 to 698.2","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
