"DXXPT73Y.Code.or.Value","DXXPT73Y.Value.Description","DXXPT73Y.Count","DXXPT73Y.Cumulative","DXXPT73Y.Skip.to.Item"
"103.3 to 291.7","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
