"DXXPT3Y.Code.or.Value","DXXPT3Y.Value.Description","DXXPT3Y.Count","DXXPT3Y.Cumulative","DXXPT3Y.Skip.to.Item"
"134.9 to 371.6","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
