"AUXLR219.Code.or.Value","AUXLR219.Value.Description","AUXLR219.Count","AUXLR219.Cumulative","AUXLR219.Skip.to.Item"
"-21 to 91","Range of Values",2152,2152,NA
".","Missing",216,2368,NA
