"DXXPT45Y.Code.or.Value","DXXPT45Y.Value.Description","DXXPT45Y.Count","DXXPT45Y.Cumulative","DXXPT45Y.Skip.to.Item"
"108.6 to 353.3","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
