"DXXPT20X.Code.or.Value","DXXPT20X.Value.Description","DXXPT20X.Count","DXXPT20X.Cumulative","DXXPT20X.Skip.to.Item"
"207.5 to 851.7","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
