"DXXPT66X.Code.or.Value","DXXPT66X.Value.Description","DXXPT66X.Count","DXXPT66X.Cumulative","DXXPT66X.Skip.to.Item"
"8.2 to 561.1","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
