"DXXPT72Y.Code.or.Value","DXXPT72Y.Value.Description","DXXPT72Y.Count","DXXPT72Y.Cumulative","DXXPT72Y.Skip.to.Item"
"101.4 to 291.6","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
