"DXXPT53Y.Code.or.Value","DXXPT53Y.Value.Description","DXXPT53Y.Count","DXXPT53Y.Cumulative","DXXPT53Y.Skip.to.Item"
"85.7 to 334.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
