"DXXPT69X.Code.or.Value","DXXPT69X.Value.Description","DXXPT69X.Count","DXXPT69X.Cumulative","DXXPT69X.Skip.to.Item"
"582.6 to 1159.5","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
