"DXXPT75X.Code.or.Value","DXXPT75X.Value.Description","DXXPT75X.Count","DXXPT75X.Cumulative","DXXPT75X.Skip.to.Item"
"-34.9 to 428.2","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
