"RHQ558.Code.or.Value","RHQ558.Value.Description","RHQ558.Count","RHQ558.Cumulative","RHQ558.Skip.to.Item"
"1","Yes",184,184,NA
"2","No",176,360,NA
"7","Refused",0,360,NA
"9","Don't know",0,360,NA
".","Missing",3157,3517,NA
