"DXXPT16X.Code.or.Value","DXXPT16X.Value.Description","DXXPT16X.Count","DXXPT16X.Cumulative","DXXPT16X.Skip.to.Item"
"187 to 834.3","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
