"AUXRR260.Code.or.Value","AUXRR260.Value.Description","AUXRR260.Count","AUXRR260.Cumulative","AUXRR260.Skip.to.Item"
"-15 to 73","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
