"DXXPT84Y.Code.or.Value","DXXPT84Y.Value.Description","DXXPT84Y.Count","DXXPT84Y.Cumulative","DXXPT84Y.Skip.to.Item"
"85.9 to 323.5","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
