"DXXPT62X.Code.or.Value","DXXPT62X.Value.Description","DXXPT62X.Count","DXXPT62X.Cumulative","DXXPT62X.Skip.to.Item"
"541.7 to 1122.5","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
