"DXXPT24Y.Code.or.Value","DXXPT24Y.Value.Description","DXXPT24Y.Count","DXXPT24Y.Cumulative","DXXPT24Y.Skip.to.Item"
"112.1 to 311.4","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
