"DXXPT5Y.Code.or.Value","DXXPT5Y.Value.Description","DXXPT5Y.Count","DXXPT5Y.Cumulative","DXXPT5Y.Skip.to.Item"
"40.6 to 224.7","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
