"DXXPT18X.Code.or.Value","DXXPT18X.Value.Description","DXXPT18X.Count","DXXPT18X.Cumulative","DXXPT18X.Skip.to.Item"
"95.1 to 661.1","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
