"WTSPH28.Code.or.Value","WTSPH28.Value.Description","WTSPH28.Count","WTSPH28.Cumulative","WTSPH28.Skip.to.Item"
"0.0000000 to 800311.1003200","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
