"AUXLR151.Code.or.Value","AUXLR151.Value.Description","AUXLR151.Count","AUXLR151.Cumulative","AUXLR151.Skip.to.Item"
"-4 to 51","Range of Values",1774,1774,NA
".","Missing",115,1889,NA
