"DXXPT46Y.Code.or.Value","DXXPT46Y.Value.Description","DXXPT46Y.Count","DXXPT46Y.Cumulative","DXXPT46Y.Skip.to.Item"
"91.3 to 327.2","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
