"DXXPT17Y.Code.or.Value","DXXPT17Y.Value.Description","DXXPT17Y.Count","DXXPT17Y.Cumulative","DXXPT17Y.Skip.to.Item"
"115.6 to 351.4","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
