"DXXPT13Y.Code.or.Value","DXXPT13Y.Value.Description","DXXPT13Y.Count","DXXPT13Y.Cumulative","DXXPT13Y.Skip.to.Item"
"174.3 to 402.7","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
