"DXXPT46X.Code.or.Value","DXXPT46X.Value.Description","DXXPT46X.Count","DXXPT46X.Cumulative","DXXPT46X.Skip.to.Item"
"464.5 to 1053.3","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
