"DXXPT58X.Code.or.Value","DXXPT58X.Value.Description","DXXPT58X.Count","DXXPT58X.Cumulative","DXXPT58X.Skip.to.Item"
"138.8 to 778.2","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
