"DXXPT91Y.Code.or.Value","DXXPT91Y.Value.Description","DXXPT91Y.Count","DXXPT91Y.Cumulative","DXXPT91Y.Skip.to.Item"
"91.7 to 326.3","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
