"DXXPT31Y.Code.or.Value","DXXPT31Y.Value.Description","DXXPT31Y.Count","DXXPT31Y.Cumulative","DXXPT31Y.Skip.to.Item"
"113.1 to 309.7","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
