"RFXC004.Code.or.Value","RFXC004.Value.Description","RFXC004.Count","RFXC004.Cumulative","RFXC004.Skip.to.Item"
"-2.052 to 1.944","Range of Values",51076,51076,NA
".","Missing",0,51076,NA
